FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
20e3826b-f0f1-439e-8021-5e854238b85e,Steps to activate my department virtual credit card while traveling to Paris?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"amex, finance, card, servicenow, paris, credit",#finance;#card;#amex,Medium,2025-11-30 22:23:12,2025-12-09 22:23:12,Published
f561818f-74ef-4542-9c48-99bd361008a7,How do I apply for a corporate AMEX credit card for 2026 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"operations, march, finance, amex, zoom, card",#finance;#card;#amex,Medium,2025-12-20 22:23:12,2025-12-20 22:23:12,Published
64a5b8ae-3348-4842-8d24-7f5ceb0e9c9d,I need to update my access settings on Salesforce on my ThinkPad?,"To perform operations on your access settings on Salesforce, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"mfa, new york, password, customer success, salesforce, august",#it;#login;#security,Medium,2025-10-13 22:23:12,2025-11-02 22:23:12,Published
6283cf7a-2eca-4f0a-884a-06f87ea6f6ed,Steps to audit my expenses for training courses and conferences in November 2026?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"r&d, reimbursement, salesforce, receipt, audit, expense",#finance;#expense;#concur,Low,2025-04-28 22:23:12,2025-04-28 22:23:12,Published
41cdabbb-5094-4346-8347-b426fd892607,How do I reset my login credentials for Adobe Creative Cloud from the Bangalore office?,"To perform operations on your login credentials for Adobe Creative Cloud, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"macbook pro, january, security, human resources, bangalore, adobe creative cloud",#it;#login;#security,Medium,2025-11-02 22:23:12,2025-11-02 22:23:12,Published
8ca9b688-e0e0-4d72-92a7-8d350563860f,Who can help me block my corporate AMEX credit card while traveling to Austin?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"limit, amex, credit, card, austin, corporate",#finance;#card;#amex,Low,2026-02-13 22:23:12,2026-02-13 22:23:12,Published
dad32bf8-50af-4aba-b095-f574947632e5,Troubleshoot access to a archive folder in GitHub in the London office?,"For configurations involving your archive folder in GitHub, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"permissions, mailbox, human resources, email, outlook, github",#it;#email;#outlook,Medium,2025-05-19 22:23:12,2025-06-08 22:23:12,Published
c76cc26b-34a6-4d01-ae0b-a0573af6fd7a,How to increase the limit on my department virtual credit card for my role in Sales?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"amex, ipad, july, limit, toronto, outlook",#finance;#card;#amex,Medium,2025-07-13 22:23:12,2025-07-28 22:23:12,Published
fbd5726d-3d58-49f4-8dda-34658994d7b0,Troubleshooting the AV screen in the large boardroom for the Marketing group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"conference, teams, room, booking, outlook, servicenow",#facilities;#meeting;#booking,Low,2025-06-16 22:23:12,2025-06-16 22:23:12,Published
b02232c9-7c41-4fbe-8da4-35ed9ffafed0,Steps to activate my corporate AMEX credit card while traveling to Bangalore?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"amex, thinkpad, corporate, credit, december, sales",#finance;#card;#amex,Medium,2025-05-31 22:23:12,2025-05-31 22:23:12,Published
f3c5aef8-0ef1-4c7f-bcab-c315594c5e6c,Where do I recover the MFA settings for ServiceNow on my iPad?,"To perform operations on your MFA settings for ServiceNow, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"march, r&d, password, servicenow, security, reset",#it;#login;#security,Medium,2025-11-28 22:23:12,2025-12-15 22:23:12,Published
a63b74d1-c2dc-4cc6-b98f-a41f1091097e,Troubleshoot access to a archive folder in Outlook on Outlook for iPad?,"For configurations involving your archive folder in Outlook, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"singapore, operations, ipad, june, calendar, email",#it;#email;#outlook,Medium,2025-10-14 22:23:12,2025-11-12 22:23:12,Published
5cff4f01-e0f6-4871-beba-740dffeef5b6,Steps to unlock my MFA settings for Workday while working remotely?,"To perform operations on your MFA settings for Workday, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"password, credentials, finance, reset, mfa, login",#it;#login;#security,Medium,2026-06-03 22:23:12,2026-07-01 22:23:12,Published
b3a82b3b-02ec-4d8b-b55b-0cf6639bafc1,How do I apply for a corporate AMEX credit card while traveling to Sydney?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"legal, card, amex, limit, windows laptop, microsoft teams",#finance;#card;#amex,Medium,2025-09-19 22:23:12,2025-09-26 22:23:12,Published
0dd9ba4b-da8d-4617-a9fd-b8d72c8aca85,Steps to schedule a large boardroom for June team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"macbook pro, meeting, teams, new york, room, outlook",#facilities;#meeting;#booking,Medium,2025-10-04 22:23:12,2025-10-30 22:23:12,Published
07346364-8885-4969-90b6-0c785ac02d24,Steps to audit my expenses for home office equipment for the Sales team?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"expense, february, concur, munich, audit, iphone",#finance;#expense;#concur,Medium,2026-04-20 22:23:12,2026-04-20 22:23:12,Published
b9774d50-a79d-42cb-b105-a023a4918853,How do I request a archive folder in ServiceNow using the web version?,"For configurations involving your archive folder in ServiceNow, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, outlook, sydney, macbook pro, servicenow, shared",#it;#email;#outlook,High,2026-01-30 22:23:12,2026-01-30 22:23:12,Published
b3a6711d-fa41-4f05-b5e5-4342e8094655,How do I submit a claim for mental health therapy for new hires in Bangalore?,Health benefits claims for mental health therapy should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"insurance, dental, bangalore, android phone, claim, benefits",#hr;#benefits;#insurance,Medium,2025-06-19 22:23:12,2025-06-28 22:23:12,Published
f107d6fa-0911-47f7-ba0e-92031593440e,What is the coverage limit for dental cleaning and check-ups for my family members?,Health benefits claims for dental cleaning and check-ups should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"claim, legal, june, office 365, windows laptop, health",#hr;#benefits;#insurance,High,2025-04-22 22:23:12,2025-05-15 22:23:12,Published
868b868d-2d1c-4846-8394-4da3d2fa55a2,Who do I contact about my health savings account (HSA) deduction in Workday?,"Payroll and tax documents, including health savings account (HSA) deduction, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"directdeposit, slack, payroll, legal, salary, munich",#hr;#payroll;#taxes,High,2025-07-18 22:23:12,2025-08-16 22:23:12,Published
bf6c8979-4d11-4bb2-a4a1-9af866789703,Troubleshoot access to a archive folder in Jira using the web version?,"For configurations involving your archive folder in Jira, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, product management, calendar, permissions, windows laptop, shared",#it;#email;#outlook,Low,2025-11-02 22:23:12,2025-11-02 22:23:12,Published
805d0f1e-94b3-442a-a093-ad7daf051455,How do I request time off for study and exam preparation during May?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"sick, leave, human resources, vacation, pto, thinkpad",#hr;#pto;#leave,Medium,2026-03-03 22:23:12,2026-03-14 22:23:12,Published
d681b66c-05fd-46b7-b682-ef631326b033,How to claim reimbursement for training courses and conferences in October 2024?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, audit, expense, microsoft teams, new york, october",#finance;#expense;#concur,Medium,2026-05-09 22:23:12,2026-05-09 22:23:12,Published
7b9982cb-8b98-4cb7-841e-98bee4125d66,How to claim reimbursement for annual software subscriptions for the Operations team?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"macbook pro, audit, operations, sydney, expense, reimbursement",#finance;#expense;#concur,Medium,2026-01-06 22:23:12,2026-01-21 22:23:12,Published
45195174-56ab-4344-ac21-201dcc01a9da,Steps to audit my expenses for business travel flights in May 2024?,"Submit your claim for business travel flights by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"microsoft teams, macbook pro, may, reimbursement, finance, audit",#finance;#expense;#concur,Low,2025-08-04 22:23:12,2025-08-19 22:23:12,Published
078f5ff4-dc23-4023-a39b-8e633e19fc8f,Steps to configure a mailbox for Figma in the Toronto office?,"For configurations involving your mailbox for Figma, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"android phone, operations, figma, permissions, toronto, shared",#it;#email;#outlook,Medium,2025-11-12 22:23:12,2025-12-06 22:23:12,Draft
4d07c4f3-d2c9-4b98-8391-a03a08312aeb,How do I request a building entry security badge starting in April?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"access, visitor, london, parking, security, badge",#facilities;#access;#security,High,2025-08-10 22:23:12,2025-08-14 22:23:12,Published
a69c3531-f97f-4bd9-9f72-b58e76467960,How do I request time off for study and exam preparation during November?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"november, pto, toronto, iphone, workday, jira",#hr;#pto;#leave,Medium,2026-02-16 22:23:12,2026-02-16 22:23:12,Published
2dfd5fec-ffab-44ef-86bb-88a23ef49592,Who can help me block my procurement purchasing card for 2026 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"r&d, corporate, amex, card, github, november",#finance;#card;#amex,Medium,2025-05-25 22:23:12,2025-06-06 22:23:12,Published
bf4421ae-2069-4bbb-b2c1-aafafa403703,Troubleshooting the AV screen in the large boardroom in the Austin office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"conference, zoom, booking, august, macbook pro, meeting",#facilities;#meeting;#booking,Medium,2025-05-18 22:23:12,2025-05-18 22:23:12,Published
325a30f8-fdc0-49b6-9a15-02067abd98d7,Why am I unable to access the office Wi-Fi connection from the Sydney branch?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"operations, connect, access, wifi, january, macbook pro",#it;#network;#remote,Low,2026-03-11 22:23:12,2026-03-11 22:23:12,Published
4d67cab2-686e-4771-95c2-edc97fe5cc29,Troubleshoot access to a mailbox for Slack using the web version?,"For configurations involving your mailbox for Slack, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"mailbox, austin, outlook, android phone, permissions, october",#it;#email;#outlook,Medium,2026-02-12 22:23:12,2026-02-12 22:23:12,Published
d80a1dd3-ee5a-47a7-9666-08a8e4342e41,Steps to audit my expenses for home office equipment approved in the Sydney office?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"expense, reimbursement, workday, audit, march, sydney",#finance;#expense;#concur,Medium,2025-10-30 22:23:12,2025-10-30 22:23:12,Published
385d476a-de76-4796-a2ce-6b67b3cd3541,Steps to schedule a large boardroom for March team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"march, conference, teams, meeting, legal, ipad",#facilities;#meeting;#booking,Low,2025-09-20 22:23:12,2025-10-19 22:23:12,Published
a57c980a-f499-485a-a5aa-94972193729e,How do I file an expense report for annual software subscriptions in August 2024?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"london, concur, jira, windows laptop, reimbursement, receipt",#finance;#expense;#concur,Medium,2025-08-25 22:23:12,2025-08-25 22:23:12,Published
eeb402e6-37e6-46b2-87de-d96a1406badd,Steps to unlock my access settings on Adobe Creative Cloud on my MacBook Pro?,"To perform operations on your access settings on Adobe Creative Cloud, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"r&d, london, credentials, adobe creative cloud, password, login",#it;#login;#security,Low,2026-04-22 22:23:12,2026-04-22 22:23:12,Published
7352f85e-458a-48aa-9213-bedc89ddaf5d,How do I reset my access settings on Outlook from the Munich office?,"To perform operations on your access settings on Outlook, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"login, munich, iphone, human resources, password, reset",#it;#login;#security,High,2026-05-30 22:23:12,2026-05-30 22:23:12,Published
49f237b1-2a6e-4035-b26b-8679e5bfd5a2,Why am I unable to access the internal database network from the Bangalore branch?,"To access the internal database network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"bangalore, wifi, android phone, internet, customer success, vpn",#it;#network;#remote,Medium,2025-05-25 22:23:12,2025-05-29 22:23:12,Published
b35625bc-eda8-4719-80b1-f585db4d87a0,How to claim reimbursement for home office equipment for the Human Resources team?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"reimbursement, toronto, june, expense, finance, concur",#finance;#expense;#concur,Medium,2026-01-23 22:23:12,2026-02-05 22:23:12,Published
54bc5f39-eeb3-4cd9-961a-c46ab67cfe5f,How do I book a team presentation room in the New York office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"meeting, operations, iphone, new york, room, january",#facilities;#meeting;#booking,Low,2025-06-26 22:23:12,2025-07-11 22:23:12,Draft
c96ab57f-c7b9-4e53-a380-a9fdac332bea,How do I apply for a department virtual credit card for my role in Legal?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"legal, android phone, card, august, github, credit",#finance;#card;#amex,Medium,2025-09-02 22:23:12,2025-09-18 22:23:12,Published
e753bfcb-c34a-42aa-a8bc-fb33f92d58c5,How do I submit a claim for physiotherapy sessions for new hires in Paris?,Health benefits claims for physiotherapy sessions should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"paris, r&d, medical, april, health, insurance",#hr;#benefits;#insurance,Low,2026-04-27 22:23:12,2026-05-13 22:23:12,Published
a6e9a8fa-0936-47ca-830c-95f332754ce5,How to increase the limit on my department virtual credit card for 2026 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"workday, macbook pro, london, amex, limit, credit",#finance;#card;#amex,Medium,2026-01-28 22:23:12,2026-02-20 22:23:12,Published
d1347c59-3f6c-4620-a761-4846d3eb3f2d,What is the policy for reserving a large boardroom in the San Francisco office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"booking, outlook, san francisco, room, customer success, conference",#facilities;#meeting;#booking,Medium,2026-01-28 22:23:12,2026-01-28 22:23:12,Published
3eefcb8c-bef8-44f5-8d10-58250a4219d0,Steps to audit my expenses for client entertainment and dining in January 2026?,"Submit your claim for client entertainment and dining by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, receipt, expense, android phone, san francisco, legal",#finance;#expense;#concur,Medium,2026-04-12 22:23:12,2026-05-04 22:23:12,Published
673ee368-61d8-4a58-afbd-d4545e4e2654,How do I submit a claim for vision exam and glasses for my family members?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"medical, benefits, salesforce, dental, sales, december",#hr;#benefits;#insurance,High,2025-07-03 22:23:12,2025-07-26 22:23:12,Published
79690207-3f85-4664-9e2a-73e6e1b67f6d,Troubleshoot access to a distribution list for Marketing in the Austin office?,"For configurations involving your distribution list for Marketing, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, permissions, email, onedrive, marketing, october",#it;#email;#outlook,Low,2025-10-04 22:23:12,2025-11-03 22:23:12,Published
fcc7f4a8-f43f-4dc4-9315-94436e7d4a2a,How do I request a parking garage access transponder starting in November?,Security and badge access for parking garage access transponder is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"visitor, november, parking, office, london, sharepoint",#facilities;#access;#security,High,2026-02-12 22:23:12,2026-02-12 22:23:12,Published
e6c784c0-36f9-4ed7-8d0f-75e26308a3f9,What is the way to change my login credentials for Microsoft Teams on my iPhone?,"To perform operations on your login credentials for Microsoft Teams, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"human resources, credentials, reset, may, security, login",#it;#login;#security,Low,2026-02-26 22:23:12,2026-02-26 22:23:12,Published
b9337a94-6566-4eb3-8001-c751d75a196d,Steps to unlock my password for Slack while working remotely?,"To perform operations on your password for Slack, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"credentials, security, april, customer success, slack, login",#it;#login;#security,Medium,2026-06-08 22:23:12,2026-06-19 22:23:12,Published
a5109675-920f-4433-a32a-1bb4d442bfb2,How do I request a calendar delegation in ServiceNow using the web version?,"For configurations involving your calendar delegation in ServiceNow, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"permissions, servicenow, calendar, thinkpad, outlook, email",#it;#email;#outlook,Medium,2025-12-06 22:23:12,2025-12-06 22:23:12,Draft
9f2559c5-3922-4e3c-891f-0d028ab79272,How to increase the limit on my procurement purchasing card for my role in Finance?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"credit, finance, amex, austin, thinkpad, adobe creative cloud",#finance;#card;#amex,Medium,2026-05-14 22:23:12,2026-06-01 22:23:12,Published
6570451f-3e70-4556-a5f1-ea9d030bf9e7,How do I request a parking garage access transponder valid through 2026?,Security and badge access for parking garage access transponder is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"parking, access, badge, workday, security, visitor",#facilities;#access;#security,Low,2025-04-28 22:23:12,2025-05-21 22:23:12,Published
4767ca62-55d6-4544-a052-a52c85a437e5,How to set up the office Wi-Fi connection on my Android Phone?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"access, june, network, connect, engineering, wifi",#it;#network;#remote,Medium,2025-05-15 22:23:12,2025-05-15 22:23:12,Published
9b9fee42-20c8-44d1-89ae-e3a5cdb012f7,How to increase the limit on my corporate AMEX credit card for my role in Sales?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"outlook, credit, finance, amex, corporate, may",#finance;#card;#amex,High,2025-10-05 22:23:12,2025-10-19 22:23:12,Draft
bd57420e-03f4-485b-a3ad-127c39a2bf4b,Can I set up a shared archive folder in Figma in the Munich office?,"For configurations involving your archive folder in Figma, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"calendar, shared, iphone, customer success, mailbox, outlook",#it;#email;#outlook,Medium,2025-10-13 22:23:12,2025-10-13 22:23:12,Published
1a6e0ff6-8e7d-4484-994f-c73ddfb2d6ce,How do I file an expense report for annual software subscriptions for the Engineering team?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"concur, paris, audit, march, receipt, slack",#finance;#expense;#concur,Medium,2025-07-31 22:23:12,2025-07-31 22:23:12,Published
68b34fd6-f4e6-4997-9480-8ccd71f668dc,Steps to schedule a private focus room for May team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with private focus room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"outlook, booking, toronto, zoom, conference, may",#facilities;#meeting;#booking,Low,2025-05-30 22:23:12,2025-06-16 22:23:12,Published
de7cf169-07fb-4919-a0e2-fce674f21b37,How do I connect to the office Wi-Fi connection on my Android Phone?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"wifi, october, network, android phone, sharepoint, munich",#it;#network;#remote,Medium,2026-05-09 22:23:12,2026-05-09 22:23:12,Published
e48fb641-1df3-4d0a-acc5-4a11f0837b11,Where do I recover the access settings on Workday from the New York office?,"To perform operations on your access settings on Workday, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"login, security, may, workday, password, reset",#it;#login;#security,Medium,2026-02-06 22:23:12,2026-02-18 22:23:12,Published
a927485a-8e6a-4ae8-8080-221c93b5ad28,How do I request a building entry security badge for the Munich office?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"human resources, security, thinkpad, munich, workday, visitor",#facilities;#access;#security,Low,2026-03-19 22:23:12,2026-03-22 22:23:12,Published
4e08a631-808b-4d82-8ae7-ce763ccf9876,Why am I unable to access the corporate VPN network for the Engineering team?,"To access the corporate VPN network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"munich, engineering, network, connect, macbook pro, vpn",#it;#network;#remote,Low,2025-10-11 22:23:12,2025-10-26 22:23:12,Archived
4ea1704e-344c-45e3-af49-80a6721af169,Guide to connect to secure file sharing server for the Product Management team?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"munich, internet, vpn, may, windows laptop, network",#it;#network;#remote,Medium,2025-04-22 22:23:12,2025-05-16 22:23:12,Published
11a8ca55-edaf-42b1-ab5f-200ea9cad3db,How to log sick leave for annual vacation days during September?,"Time off or leave of absence for annual vacation days must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"github, leave, timeoff, vacation, pto, september",#hr;#pto;#leave,Low,2025-11-23 22:23:12,2025-12-14 22:23:12,Published
85523e2b-77c3-4a03-a13f-03c2d98ec291,Steps to configure a mailbox for Salesforce using the web version?,"For configurations involving your mailbox for Salesforce, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, shared, calendar, paris, macbook pro, mailbox",#it;#email;#outlook,Medium,2025-09-12 22:23:12,2025-09-21 22:23:12,Published
60e6c707-c6e5-4fd0-b177-6b3c18ce6087,Where to upload receipts for annual software subscriptions approved in the Munich office?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"munich, marketing, concur, audit, receipt, finance",#finance;#expense;#concur,Medium,2025-08-24 22:23:12,2025-08-24 22:23:12,Published
16d2d137-17ac-43ca-92fd-f29c4f316395,How to register for vision exam and glasses during the 2025 plan year?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"may, benefits, sydney, jira, iphone, finance",#hr;#benefits;#insurance,Low,2025-11-27 22:23:12,2025-12-27 22:23:12,Published
2bed1b08-793b-4b13-83ed-845402cc5ad0,How do I request a archive folder in SharePoint using the web version?,"For configurations involving your archive folder in SharePoint, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, shared, sharepoint, outlook, thinkpad, operations",#it;#email;#outlook,Medium,2025-05-07 22:23:12,2025-05-31 22:23:12,Published
33e41456-e4f8-4b42-931a-22d32a5ac58e,Steps to unlock my login credentials for Workday while working remotely?,"To perform operations on your login credentials for Workday, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"operations, reset, paris, credentials, password, february",#it;#login;#security,Medium,2025-10-04 22:23:12,2025-10-18 22:23:12,Published
261e21bc-8bcd-4941-a794-dff136f7d9c0,Where to upload receipts for training courses and conferences for the R&D team?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"zoom, receipt, march, concur, finance, audit",#finance;#expense;#concur,Medium,2026-05-27 22:23:12,2026-05-27 22:23:12,Published
b69621d0-28c1-4bf5-9163-73fd72f27bcd,Troubleshooting steps for the secure file sharing server on my ThinkPad?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"may, access, internet, vpn, thinkpad, san francisco",#it;#network;#remote,High,2026-05-11 22:23:12,2026-05-28 22:23:12,Published
89d80067-c6e9-4076-880a-55b17a27ca45,Steps to unlock my login credentials for Slack for my Human Resources account?,"To perform operations on your login credentials for Slack, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"slack, login, password, december, mfa, windows laptop",#it;#login;#security,Medium,2025-07-01 22:23:12,2025-07-19 22:23:12,Published
